"id","name","brewery_type","street","city","state","postal_code","website_url","phone","created_at","updated_at","country","longitude","latitude"
141,"Grand Canyon Brewing Company","micro","233 W Route 66","Williams","Arizona","86046-2530","http://www.grandcanyonbrewingco.com","8005132072","2018-07-24 01:32:49.251333","2018-08-23 23:21:53.397668","United States",-112.1892168,35.2500282
163,"Mudshark Brewing Co","micro","210 Swanson Ave","Lake Havasu City","Arizona","86403-0966","http://www.mudsharkbrewingco.com","9284532981","2018-07-24 01:32:49.546846","2018-08-23 23:22:12.542209","United States",-114.342433477881,34.4689736300844
182,"Richter Aleworks","micro","8279 W Lake Pleasant Pkwy Ste 110","Peoria","Arizona","85382-7434","http://www.richteraleworks.com","6029086553","2018-07-24 01:32:49.796455","2018-08-23 23:22:29.385015","United States",-112.238054093359,33.6687744976834
187,"SanTan Brewing Co","regional","8 S San Marcos Pl","Chandler","Arizona","85225-7862","http://www.santanbrewing.com","4809178700","2018-07-24 01:32:49.861557","2018-08-23 23:22:33.482457","United States",-111.8423459,33.3032436
198,"State 48 Brewery","brewpub","13823 W Bell Rd","Surprise","Arizona","85374-3873","","6235841095","2018-07-24 01:32:49.995903","2018-08-23 23:22:41.468157","United States",-112.357813820157,33.63822125
219,"Wren House Brewing Company","micro","2125 N 24th St","Phoenix","Arizona","85008-2713","http://www.wrenhousebrewing.com","6022449184","2018-07-24 01:32:50.299074","2018-08-23 23:22:59.255061","United States",-112.0301125,33.516633
225,"Brick Oven Pizza Co / Brick & Forge Brewing","brewpub","2410 Linwood Dr","Paragould","Arkansas","72450-6122","http://www.brickovenpizzacompany.com","8702364200","2018-07-24 01:32:50.376107","2018-08-23 23:23:05.438297","United States",-90.5204797204622,36.0316358142169
235,"Diamond Bear Brewing Co","micro","600 N Broadway St","North Little Rock","Arkansas","72114-5381","http://www.diamondbear.com","5017082739","2018-07-24 01:32:50.50344","2018-08-23 23:23:14.931963","United States",-92.2726892120821,34.7594277548278
247,"Lost Forty Brewing","micro","501 Byrd St","Little Rock","Arkansas","72202","http://www.lost40brewing.com/","5013197275","2018-07-24 01:32:50.710061","2018-08-23 23:23:24.018254","United States",-92.260019,34.742845
253,"Rapp's Barren Brewing Company","micro","1343 E 9th St","Mountain Home","Arkansas","72653-5050","http://www.rappsbarrenbrewing.com","8704247288","2018-07-24 01:32:50.788018","2018-08-23 23:23:29.428834","United States",-92.3599724,36.3326432
264,"Whistleing Springs Brewing Company / Dark Hills Brewery","planning","","Lowell","Arkansas","72745-9294","http://www.darkhillsbrew.com","4792836365","2018-07-24 01:32:50.920707","2018-08-23 23:23:40.468988","United States",-94.1307587,36.2553543
281,"7 Sisters Brewing Co","brewpub","181 Tank Farm Rd Ste 110","San Luis Obispo","California","93401-7082","http://www.7sistersbrewing.com","8058687133","2018-07-24 01:32:51.264451","2018-08-23 23:23:55.334253","United States",-120.670637530612,35.2467277959184
286,"Abnormal Beer Company","micro","16990 Via Tazon Ste 123","San Diego","California","92127-1649","http://abnormalbeer.co","8586182463","2018-07-24 01:32:51.325848","2018-08-23 23:24:00.025287","United States",-117.08575,33.02391
305,"Altamont Beer Works","micro","2402 Research Dr","Livermore","California","94550-3850","http://www.altamontbeerworks.com","9254432337","2018-07-24 01:32:51.5686","2018-08-23 23:24:16.81949","United States",-121.721097428074,37.6783911404914
329,"Auburn Alehouse","brewpub","289 Washington St","Auburn","California","95603-5036","http://www.auburnalehouse.com","5308852537","2018-07-24 01:32:51.916482","2018-08-23 23:24:41.928649","United States",-121.078958250811,38.8961210674875
333,"Back Street Brewery & Tasting Room","micro","1884 S Santa Cruz St","Anaheim","California","92805-6726","http://www.backstreetbrew.com","6572364050","2018-07-24 01:32:51.974845","2018-08-23 23:24:45.724315","United States",-117.896089444444,33.7998367777778
361,"Bear Republic Brewing Co Pub & Restaurant - Lakeside","brewpub","5000 Roberts Lake Rd","Rohnert Park","California","94928","http://bearrepublic.com","7075852722","2018-07-24 01:32:52.349804","2018-08-23 23:25:11.314869","United States",-122.7101405,38.3649703
376,"Bird Street Brewing","micro","242 Heinlen St","Lemoore","California","93245-2947","http://www.birdstreetbrewing.com","5593094649","2018-07-24 01:32:52.533471","2018-08-23 23:25:24.815931","United States",-119.784711,36.3014675555556
385,"Black Hammer Brewing","micro","544 Bryant St","San Francisco","California","94107-1217","http://www.blackhammerbrewing.com","4155002273","2018-07-24 01:32:52.642539","2018-08-23 23:25:33.033828","United States",-122.3969947,37.780655
410,"Brewbakers Brewing Co","brewpub","219 E Main St","Visalia","California","93291-6355","http://www.brewbakersbrewingco.com","5596272739","2018-07-24 01:32:52.944045","2018-08-23 23:25:54.818487","United States",-119.2906961,36.3300786
425,"Brewery in Planning - Los Angeles","planning","","Los Angeles","California","90049-1620","","3107796045","2018-07-24 01:32:53.127497","2018-08-23 23:26:04.273222","United States",-118.2427669,34.0536834
430,"Brewery in Planning - San Diego","planning","","San Diego","California","92121-4396","http://WWW.gravityheights.com","8588882188","2018-07-24 01:32:53.189216","2018-08-23 23:26:06.455378","United States",-117.1627714,32.7174209
437,"Brewery Twenty Five","micro","106 3rd St","Hollister","California","95023","http://www.brewerytwentyfive.com","8316367640","2018-07-24 01:32:53.273073","2018-08-23 23:26:09.967231","United States",-121.400836918367,36.8535938163265
456,"Camino Brewing Co LLC","micro","718 S 1st St","San Jose","California","95113","http://www.caminobrewing.com","","2018-07-24 01:32:53.511264","2018-08-23 23:26:25.248578","United States",-121.882347823612,37.3253017839889
479,"Chula Vista Brewery","micro","294 Third Ave","Chula Vista","California","91910-2701","http://www.chulavistabrewery.com","6196168806","2018-07-24 01:32:53.796968","2018-08-23 23:26:42.768962","United States",-117.080369,32.641495
54,"Barnaby Brewing Company","micro","206 N Franklin St","Juneau","Alaska","99801-1225","http://www.barnabybrew.com","9074190916","2018-07-24 01:32:47.953677","2018-08-23 23:20:39.859861","United States",-134.407726539973,58.3017758843016
489,"Cloverdale Ale Company's Ruth McGowan's Brewpub","brewpub","131 E 1st St","Cloverdale","California","95425-3701","http://www.ruthmcgowansbrewpub.com","7078949610","2018-07-24 01:32:53.922593","2018-08-23 23:26:51.27627","United States",-123.016572852146,38.8053232210103
508,"Craftsman Brewing Co","micro","1260 Lincoln Ave Ste 100","Pasadena","California","91103-2465","http://www.craftsmanbrewing.com","6262962537","2018-07-24 01:32:54.19275","2018-08-23 23:27:07.240419","United States",-118.1595567,34.1674435
525,"Devil's Potion Brewing Company LLC","planning","","Escondido","California","92026-3187","http://www.devilspotion.com","7605329091","2018-07-24 01:32:54.405977","2018-08-23 23:27:21.742344","United States",-117.0814849,33.1216751
543,"Dry River Brewing","micro","671 S Anderson St","Los Angeles","California","90023-1110","http://www.dryriverbrewing.com","2133755235","2018-07-24 01:32:54.647161","2018-08-23 23:27:38.017663","United States",-118.223301521739,34.0363873913043
562,"Eight Bridges Brewing","micro","332 Earhart Way","Livermore","California","94551-9309","http://www.eightbridgesbrewing.com","9259619160","2018-07-24 01:32:54.897189","2018-08-23 23:27:54.121482","United States",-121.814589292069,37.6989500360251
573,"Eppig Brewing","micro","3052 El Cajon Blvd Ste 103","San Diego","California","92104-1399","http://www.eppigbrewing.com","6195011840","2018-07-24 01:32:55.121784","2018-08-23 23:28:03.844667","United States",-117.128732,32.755723
574,"Escape Craft Brewery","micro","721 Nevada St Ste 401","Redlands","California","92373-8053","http://www.escapecraftbrewery.com","9097133727","2018-07-24 01:32:55.136135","2018-08-23 23:28:04.869773","United States",-117.217577166632,34.0603401026307
592,"Fieldwork Brewing Co","regional","1160 6th St","Berkeley","California","94710-1247","http://www.fieldworkbrewing.com","5108981203","2018-07-24 01:32:55.370598","2018-08-23 23:28:19.100135","United States",-122.302214696327,37.88157297059
612,"Fort Point Beer Company","regional","644 Mason St","San Francisco","California","94129-1600","http://www.fortpointbeer.com","4159064021","2018-07-24 01:32:55.631368","2018-08-23 23:28:36.026161","United States",-122.410227755102,37.789461244898
615,"Fountainhead Brewing Co","micro","4621 24th St","Sacramento","California","95822-1412","http://www.fountainheadbrewingco.com","9162284610","2018-07-24 01:32:55.673817","2018-08-23 23:28:38.770942","United States",-121.483117319123,38.5332279038371
623,"Geartooth AleWerks","micro","1635 S 7th St","San Jose","California","95112-5932","http://www.geartoothalewerks.com","4084832679","2018-07-24 01:32:55.783502","2018-08-23 23:28:45.233884","United States",-121.866477333785,37.315251291037
633,"Golden State Brewery","micro","1252 Memorex Dr","Santa Clara","California","95050-2812","http://www.goldenstate.beer","4087272337","2018-07-24 01:32:55.910006","2018-08-23 23:28:53.18179","United States",-121.950316757586,37.3625383916082
654,"Hangar 24 Craft Brewery","regional","1710 Sessums Dr","Redlands","California","92374-1909","http://www.hangar24brewery.com","9093891400","2018-07-24 01:32:56.216816","2018-08-23 23:29:10.400563","United States",-117.1419134,34.0831712
667,"Hermitage Brewing Company","regional","1627 S 7th St","San Jose","California","95112-5932","http://www.hermitagebrewing.com","4082910966","2018-07-24 01:32:56.418501","2018-08-23 23:29:21.773265","United States",-121.866525688348,37.3153140881948
669,"High Water Brewing","proprietor","","Stockton","California","95204-2943","http://www.highwaterbrewing.com","5304409098","2018-07-24 01:32:56.44536","2018-08-23 23:29:23.04623","United States",-121.2907796,37.9577016
682,"Hop Secret Brewing Co","micro","162 W Pomona Ave","Monrovia","California","91016-4558","http://www.hopsecretbrewing.com","","2018-07-24 01:32:56.614397","2018-08-23 23:29:32.990266","United States",-118.001973040816,34.134155
702,"Indian Valley Brewing","micro","14 Commercial Blvd Ste 125","Novato","California","94949-6110","http://www.indianvalleybrewing.com","4153014983","2018-07-24 01:32:56.856496","2018-08-23 23:29:50.056699","United States",-122.535014356985,38.0682836733387
116,"Copper Hop Brewing Co/Copper Hop Ranch","micro","",,,,"http://www.copperhopranch.weebly.com","","2018-07-24 01:32:48.873217","2018-07-24 01:32:48.873217","United States",,
402,"Border X","planning","",,,,"","","2018-07-24 01:32:52.847732","2018-07-24 01:32:52.847732","United States",,
717,"Jackrabbit Brewing Co","micro","1323 Terminal St","West Sacramento","California","95691-3514","http://www.jackrabbitbrewingcompany.com","2096120259","2018-07-24 01:32:57.039424","2018-08-23 23:58:06.289052","United States",-121.54112,38.5719882
719,"Jamul Brewing Co. - Production Only","micro","3113 Calle Allejandro","Jamul","California","91935-3108","http://www.jamulbrewingco.com","6195179829","2018-07-24 01:32:57.062851","2018-08-23 23:58:08.091453","United States",-116.87742,32.709923
738,"Karl Strauss Brewing Co - Universal CityWalk","brewpub","1000 Universal Studios Blvd","Universal City","California","91608-1008","http://www.karlstrauss.com","8187532739","2018-07-24 01:32:57.291875","2018-08-23 23:58:24.659093","United States",-118.3529336,34.1322144
760,"Laguna Beach Brewery and Grille","brewpub","237 Ocean Ave","Laguna Beach","California","92651-2106","http://www.lagunabeachbrewery.net","9494973381","2018-07-24 01:32:57.558817","2018-08-23 23:58:43.812288","United States",-117.7835382,33.5427913
763,"Lassen Ale Works @ The Pioneer Saloon","brewpub","724 Main St","Susanville","California","96130-4372","http://www.lassenaleworks.com","5302577666","2018-07-24 01:32:57.594327","2018-08-23 23:58:46.626601","United States",-120.6326661,40.4055904
777,"Libertine Brewing Company","brewpub","1234 Broad St","San Luis Obispo","California","93401-3908","http://www.libertinebrewing.com","8057720700","2018-07-24 01:32:57.770313","2018-08-23 23:58:59.770466","United States",-120.6631926,35.2777052
786,"Long Beach Beer Lab","micro","518 W Willow St","Long Beach","California","90806-2831","http://www.lbbeer.com","5623413659","2018-07-24 01:32:57.87874","2018-08-23 23:59:07.444425","United States",-118.2156232,33.8044209
804,"Magnolia Dogpatch","micro","2505 3rd St","San Francisco","California","94107-3112","http://www.magnoliasmokestack.com","4158647468","2018-07-24 01:32:58.117357","2018-08-23 23:59:22.42657","United States",-122.3880818,37.7577437
809,"Marin Brewing Co","brewpub","1809 Larkspur Landing Cir","Larkspur","California","94939-1801","http://www.marinbrewing.com","4154614677","2018-07-24 01:32:58.195728","2018-08-23 23:59:26.6007","United States",-122.5068874,37.9458177
814,"Mike Hess Brewing - Miramar","micro","7955 Silverton Ave Ste 1201","San Diego","California","92126-6357","http://www.hessbrewing.com","6198876453","2018-07-24 01:32:58.257222","2018-08-23 23:59:31.275659","United States",-117.151828378447,32.8908008085346
831,"Moonraker Brewing Company (Production Facility)","micro","2349 Rickenbacker Way","Auburn","California","95602","","5307456816","2018-07-24 01:32:58.471039","2018-08-23 23:59:46.490966","United States",-121.081368585457,38.952499158384
847,"New English Brewing Co Inc","micro","11545 Sorrento Valley Rd Ste 305","San Diego","California","92121-1322","http://www.newenglishbrewing.com","6198578023","2018-07-24 01:32:58.670764","2018-08-24 00:00:00.07684","United States",-117.230519,32.912641
851,"Nickel Beer Co","micro","1485 Hollow Glen Rd","Julian","California","92036","http://www.nickelbeerco.com","7607652337","2018-07-24 01:32:58.718862","2018-08-24 00:00:03.198854","United States",-116.590154368311,33.0762994189637
865,"Oceanside Brewing Company","micro","312 Via Del Norte","Oceanside","California","92058-1232","http://www.oceansidebrewingco.com","7604537900","2018-07-24 01:32:58.895509","2018-08-24 00:00:15.739922","United States",-117.352957287439,33.2136973549748
884,"Old Stump Brewery","micro","2896 Metropolitan Pl","Pomona","California","91767-1854","http://www.oldstumpbrewery.com","9098609052","2018-07-24 01:32:59.127848","2018-08-24 00:00:31.940495","United States",-117.754146518132,34.0976380821684
897,"Palo Alto Brewing Co","contract","1080B La Avenida St","Mountain View","California","94043-1422","http://www.paloaltobrewing.com","","2018-07-24 01:32:59.292307","2018-08-24 00:00:43.305306","United States",-122.071765718906,37.4132678904411
903,"Pedro Point Brewing","micro","55A Bill Drake Way","Pacifica","California","94044","http://www.pedropointbrewing.com","6502889149","2018-07-24 01:32:59.362993","2018-08-24 00:00:47.756204","United States",-122.491021666667,37.6511615833333
924,"Port Brewing Co / The Lost Abbey","micro","155 Mata Way Ste 104","San Marcos","California","92069-2983","http://www.portbrewing.com","8009186816","2018-07-24 01:32:59.652729","2018-08-24 00:01:07.397039","United States",-117.149141,33.141537
945,"Right Eye Brewing Co","micro","301 Spring St","Suisun City","California","94585","http://www.righteyebrewing.com","7074161347","2018-07-24 01:32:59.917699","2018-08-24 00:01:27.572591","United States",-122.041544,38.242484
964,"Rouleur Brewing Company","micro","5840 El Camino Real Ste 101","Carlsbad","California","92008-8804","http://www.rouleurbrewing.com","4422445111","2018-07-24 01:33:00.225052","2018-08-24 00:01:45.520254","United States",-117.269558,33.133904
990,"Sante Adairius Rustic Ales","micro","103 Kennedy Dr","Capitola","California","95010-3641","http://www.rusticales.com","8313454867","2018-07-24 01:33:00.572509","2018-08-24 00:02:11.049318","United States",-121.9405748,36.9822865
1001,"Sequoia Brewing Co - Tower District","brewpub","777 E Olive Ave","Fresno","California","93728-3350","http://www.sequoiabrewing.com","5592645521","2018-07-24 01:33:00.711372","2018-08-24 00:02:21.148603","United States",-119.801962153846,36.7577440769231
1030,"Sonoma Springs Brewing Co","micro","19449 Riverside Dr Ste 101","Sonoma","California","95476-6357","http://www.sonomaspringsbrewing.com","7079387422","2018-07-24 01:33:01.073608","2018-08-24 00:02:47.771893","United States",-122.477788,38.294506
1035,"South Lake Brewing Company","micro","1920 Lake Tahoe Blvd","South Lake Tahoe","California","96150-6307","http://www.southlakebeer.com","5305780087","2018-07-24 01:33:01.137771","2018-08-24 00:02:52.173495","United States",-120.0074997,38.9118004
1050,"State Room Brewery","brewpub","1132 4th St","San Rafael","California","94901-3007","http://stateroombrewery.com","4152957929","2018-07-24 01:33:01.342113","2018-08-24 00:03:05.588681","United States",-122.52865849686,37.9732744779465
1059,"Stone Brewing World Bistro & Gardens- Liberty Station","brewpub","2816 Historic Decatur Rd Ste 116","San Diego","California","92106-6164","http://www.stonelibertystation.com","6192692200","2018-07-24 01:33:01.470965","2018-08-24 00:03:14.354789","United States",-117.21157,32.7405237
1069,"Sufferfest Beer Company","proprietor","1770 UNION STREET","San Francisco","California","94123-3404","http://www.sufferfestbeer.com","4152386431","2018-07-24 01:33:01.593765","2018-08-24 00:03:23.447609","United States",-122.428394714286,37.7980748571429
1081,"Tap and Vine","brewpub","907 Lincoln Way","Auburn","California","95603","http://www.tapandvineauburn.com","5308898463","2018-07-24 01:33:01.748535","2018-08-24 00:03:34.148674","United States",-121.06949555199,38.8995673848688
1085,"TAPS Fish House and Brewery - Brea","brewpub","101 E Imperial Hwy","Brea","California","92821-4924","http://www.tapsbrea.com","7142570101","2018-07-24 01:33:01.802734","2018-08-24 00:03:37.619237","United States",-117.9018387,33.9171643
1101,"The Dancing Fox","brewpub","203 S School St","Lodi","California","95240-3511","http://www.dancingfoxwinery.com","2093662634","2018-07-24 01:33:02.056556","2018-08-24 00:03:51.456479","United States",-121.387849646574,38.097198
1123,"Thunderhawk Alements","micro","8675 Miralani Dr Ste 100","San Diego","California","92126-4355","http://thunderhawkbeer.com","6199524832","2018-07-24 01:33:02.328724","2018-08-24 00:04:11.527969","United States",-117.137466970906,32.8957500613992
1129,"Topa Topa Brewing Co","micro","104 E Thompson Blvd","Ventura","California","93001-2723","http://www.topatopabrewingco.com","8056289255","2018-07-24 01:33:02.401675","2018-08-24 00:04:16.595529","United States",-119.299444632653,34.2781592040816
1137,"Track 7 Brewing Co - Natomas","micro","826 Professor Ln Ste 100","Sacramento","California","95834-7743","","9165204677","2018-07-24 01:33:02.497947","2018-08-24 00:04:22.90771","United States",-121.4908802,38.6543681
1154,"Underground Brewing Co.","brewpub","3940 Broad St # 7415","San Luis Obispo","California","93401-7017","","","2018-07-24 01:33:02.70384","2018-08-24 00:04:37.2764","United States",-120.6420324,35.2493387
1158,"Urban Roots Brewing","brewpub","1322 V St","Sacramento","California","95818-1418","http://www.urbanrootsbrewing.com","9167063741","2018-07-24 01:33:02.752298","2018-08-24 00:04:41.204605","United States",-121.49459077551,38.5657962653061
1177,"Wolf Creek Brewery","micro","25108 Rye Canyon Loop","Valencia","California","91355-5004","","6612639653","2018-07-24 01:33:02.985612","2018-08-24 00:04:58.180449","United States",-118.580786794735,34.4555624289373
155,"Lonesome Valley Brewing","brewpub","3040 N Windsong Dr Ste 101","Prescott Valley","Arizona","86314-2250","http://www.lonesomevalleybrewing.com","9285153541","2018-07-24 01:32:49.444434","2018-08-11 21:35:48.469096","United States",,
1180,"Woods Bar & Brewery","brewpub","1701 Telegraph Ave","Oakland","California","94612-2107","http://www.woodsbeer.com","4155091695","2018-07-24 01:33:03.025775","2018-08-24 00:05:00.969956","United States",-122.2704253,37.8069575
1182,"Woods CervecerÃ­a","brewpub","3801 18th St","San Francisco","California","94114-2615","http://www.cerveceriasf.com","4152739295","2018-07-24 01:33:03.054882","2018-08-24 00:05:03.005068","United States",-122.4285438,37.761163
1195,"3 Freaks Brewing Co","micro","7140 E County Line Rd","Highlands Ranch","Colorado","80126-3926","http://www.3freaksbrewery.com","7202990994","2018-07-24 01:33:03.28916","2018-08-24 00:05:14.991011","United States",-104.9426656,39.5659575
1222,"Barrels & Bottles Brewery","brewpub","600 12th St Ste 160","Golden","Colorado","80401-6145","http://www.barrelsbottles.com","7203283643","2018-07-24 01:33:03.645911","2018-08-24 00:05:36.634454","United States",-105.2202098,39.7562107
1227,"BierWerks","brewpub","121 E. Midland Ave","Woodland Park","Colorado","80863","http://www.bierwerks.com","7196868100","2018-07-24 01:33:03.712545","2018-08-24 00:05:41.424417","United States",-105.0519462,38.9941414
1229,"Big Choice Brewing Co","micro","21 S 1st Ave","Brighton","Colorado","80601-1603","http://www.bigchoicebrewing.com","3034692616","2018-07-24 01:33:03.737309","2018-08-24 00:05:43.462665","United States",-104.822433,39.9864294285714
1333,"Dodgeton Creek Brewing Co.","planning","","Trinidad","Colorado","81082-9788","http://www.dodgetoncreek.com","7198462339","2018-07-24 01:33:05.079089","2018-08-24 00:06:57.576794","United States",-104.5005411,37.169397
207,"The Porch Brewing","planning","",,,,"","","2018-07-24 01:32:50.146512","2018-07-24 01:32:50.146512","United States",,
2217,"Yes Face Beer","contract","",,,,"","4042133867","2018-07-24 01:33:16.710213","2018-07-24 01:33:16.710213","United States",,
254,"Rebel Kettle Brewing Company","brewpub","822 E 6th St","Little Rock","Arkansas","72202-2606","http://www.rebelkettle.com","5013742791","2018-07-24 01:32:50.799604","2018-08-23 23:23:30.847873","United States",-92.2620919591837,34.7421112653061
1250,"Brass Brewing Company","micro","318 E Colorado Ave","Colorado Springs","Colorado","80903-1949","","","2018-07-24 01:33:04.026267","2018-08-24 00:22:11.364164","United States",-104.818970612347,38.8326073
1279,"Burgundian Brewing Co.","micro","4725 Lipan St","Denver","Colorado","80211-2334","http://www.facebook.com/BurgundianBrewing","4704400420","2018-07-24 01:33:04.371662","2018-08-24 00:22:21.710582","United States",-105.002409475111,39.7825168
1296,"Chain Reaction Brewing Company","micro","902 S Lipan St","Denver","Colorado","80223-2717","http://www.chainreactionbrewingco.com","3039220960","2018-07-24 01:33:04.590933","2018-08-24 00:22:31.364479","United States",-105.001629,39.698793755102
1319,"Crystal Springs Brewing Co","micro","657 S Taylor Ave","Louisville","Colorado","80027-3063","http://www.crystalspringsbrewing.com","3038845602","2018-07-24 01:33:04.877659","2018-08-24 00:22:43.801674","United States",-105.119781,39.964883
1337,"Dostal Alley Brewing Co","brewpub","116 Main St","Central City","Colorado","80427","http://www.dostalalley.net","3035821610","2018-07-24 01:33:05.12805","2018-08-24 00:22:52.060739","United States",-105.512426,39.8001431
1354,"Estes Park Brewery","micro","470 Prospect Village Dr","Estes Park","Colorado","80517","http://www.epbrewery.net","9705865421","2018-07-24 01:33:05.341264","2018-08-24 00:23:00.338955","United States",-105.5261317,40.3714876
304,"Alta Brewing Company","micro","1983 Julian Avenue","San Diego","California","92113-1125","http://www.altabrewing.com","6197957300","2018-07-24 01:32:51.554318","2018-08-23 23:24:16.02398","United States",-117.141471216793,32.7018758
1370,"Glenwood Canyon Brewing Co","brewpub","402 7th St","Glenwood Springs","Colorado","81601-3406","http://www.glenwoodcanyon.com","9709451276","2018-07-24 01:33:05.533134","2018-08-24 00:23:08.569559","United States",-107.323424,39.5476563
1373,"Golden Block Brewery","brewpub","1227 Greene St","Silverton","Colorado","81433","http://www.goldenblockbrewery.com","9703875962","2018-07-24 01:33:05.5692","2018-08-24 00:23:10.194993","United States",-107.664230711091,37.8119443404304
1396,"High Alpine Brewing Company","brewpub","111 N Main St","Gunnison","Colorado","81230-2330","http://www.highalpinebrewing.com","9706424500","2018-07-24 01:33:05.8499","2018-08-24 00:23:23.068821","United States",-106.927037673469,38.5446227755102
1419,"Jessup Farm Barrel House","micro","1921 Jessup Dr","Fort Collins","Colorado","80525-2551","http://jessupfarm.com/barrel-house/","9705688345","2018-07-24 01:33:06.132586","2018-08-24 00:23:33.661372","United States",-105.0380013,40.5620458
1428,"Lariat Lodge Brewing","brewpub","27618 Fireweed Dr","Evergreen","Colorado","80439-8462","http://www.LariatLodgeBrewing.com","3036741842","2018-07-24 01:33:06.249614","2018-08-24 00:23:38.065576","United States",-105.313692483851,39.639351447261
1448,"Manitou Brewing Company","brewpub","725 Manitou Ave","Manitou Springs","Colorado","80829-1809","http://www.manitou-brewing.com","7192827709","2018-07-24 01:33:06.488179","2018-08-24 00:23:49.245809","United States",-104.915741327052,38.8569869
1466,"New Belgium Brewing Co","regional","500 Linden St","Fort Collins","Colorado","80524-2457","http://www.newbelgium.com","9702210524","2018-07-24 01:33:06.708698","2018-08-24 00:23:56.828734","United States",-105.067842181802,40.59335825
1474,"Odell Brewing Co","regional","800 E Lincoln Ave","Fort Collins","Colorado","80524-2507","http://www.odellbrewing.com","9704989070","2018-07-24 01:33:06.803284","2018-08-24 00:24:01.453426","United States",-105.063332717858,40.5895239
1496,"Peaks N Pines Brewing Company","micro","4005 Tutt Blvd","Colorado Springs","Colorado","80922-2508","http://www.peaksnpinesbrewery.com","7193586758","2018-07-24 01:33:07.066304","2018-08-24 00:24:11.517372","United States",-104.714604513467,38.889659925238
1516,"Ratio Beerworks","micro","2920 Larimer St","Denver","Colorado","80205-2309","http://ratiobeerworks.com","3102669264","2018-07-24 01:33:07.320226","2018-08-24 00:24:20.330064","United States",-104.9812181,39.7615104
1520,"Red Truck Beer Company Ltd.","micro","1020 E Lincoln Ave","Fort Collins","Colorado","80524-2509","","6046824733","2018-07-24 01:33:07.368785","2018-08-24 00:24:22.140719","United States",-105.058489475164,40.58916845
1540,"Rocky Mountain Taphouse, LLC","micro","3050 67th Ave Ste 104","Greeley","Colorado","80634-9604","http://www.rockymountaintaphouse.com","9703026551","2018-07-24 01:33:07.609294","2018-08-24 00:24:32.112728","United States",-104.7859342,40.387892
1563,"Spice Trade Brewing","brewpub","7803 Ralston Rd","Arvada","Colorado","80002-2433","http://www.spicetradebrewing.com","3034319000","2018-07-24 01:33:07.889306","2018-08-24 00:24:44.635656","United States",-105.0841731,39.802334
1580,"The Grateful Gnome Sandwich Shoppe and Brewery","brewpub","4369 Stuart St","Denver","Colorado","80212-2335","http://www.thegratefulgnome.com","7205986863","2018-07-24 01:33:08.124528","2018-08-24 00:24:51.406501","United States",-105.0432655,39.7764426
