id,name,brewery_type,address_1,address_2,city,state_province,postal_code,country,phone,website_url,longitude,latitude
,Cooper Family,large,230 Regency Road,,Regency Park,SA,5010,Australia,+61 8 8440 1800,https://coopers.com.au/,138.5737899,-34.8748433
,Yenda Brewing Company,large,1471 Wakley Road,,Yenda,NSW,2681,Australia,,http://yendabeer.com.au/,146.2158975,-34.2460053
,Feral Brewing Company,large,152 Haddrill Road,,Baskerville,WA,6056,Australia,+61 8 9296 4657,,116.036723,-31.79788
,Vale Brewing,large,128 Ingoldby Road,,McLaren Flat,SA,5171,Australia,+61 8 8151 0404,https://www.valebrewing.com.au/vale-restaurant-and-bar/,138.5960528,-35.1949647
,Ballistic Beer Co,micro,53-55 McCarthy Road,,Salisbury,QLD,4107,Australia,+61 7 3277 6656,https://ballisticbeer.com/,153.0315574,-27.548333
,Batch Brewing Company,micro,44 Sydenham Road,,Marrickville,NSW,2204,Australia,+61 2 9550 5432,http://www.batchbrewingco.com.au/,151.1648777,-33.9118045
,Bentspoke Brewing Co,micro,38 Mort Street,48,Braddon,ACT,2612,Australia,+61 2 6257 5220,http://www.bentspokebrewing.com.au/,149.1320159,-35.2730566
,Bootleg Brewery,micro,37 Wildberry Road,,Wilyabrup,WA,6280,Australia,,http://www.bootlegbrewery.com.au/,115.0551139,-33.7567167
,Broo Brewery,micro,20 Langtree Avenue,,Mildura,VIC,3500,Australia,+61 3 5984 2222,,142.1627611,-34.1834042
,Burleigh Brewing Company,micro,2 Ern Harley Drive,,Burleigh Heads,QLD,4220,Australia,+61 7 5593 6000,http://www.burleighbrewing.com.au/,153.408648,-28.1030339
,Capital Brewing Company,micro,1 Dairy Road,Building 3,Fyshwick,ACT,2609,Australia,+61 2 5104 0915,http://www.capitalbrewing.co/,149.1634553,-35.3216673
,Carbon 6 Brewing,micro,38 Eastern Service Road,,Stapylton,QLD,4207,Australia,+61 7 3544 6932,http://carbonsixbrewing.com.au/,153.2350259,-27.7406209
,Colonial Brewing Company,regional,89 Bertie Street,,Port Melbourne,VIC,3207,Australia,+61 3 8644 4044,http://www.cbco.beer/,144.9370538,-37.8285701
,Gage Roads Brewing Company,micro,Peter Hughes Drive,,Fremantle,WA,6160,Australia,,http://gageroads.com.au/,115.7401709,-32.0541502
,Holgate Brewhouse,micro,79 High Street,,Woodend,VIC,3442,Australia,+61 3 5427 2510,http://www.holgatebrewhouse.com/,144.5269444,-37.3569444
,Lobethal Bierhaus,micro,3A Main Street,,Lobethal,SA,5241,Australia,+61 8 8389 5570,http://www.bierhaus.com.au/,138.8734721,-34.9072717
,Mash Brewing Company,micro,10250 West Swan Road,,Henley Brook,WA,6055,Australia,+61 8 9296 5588,http://www.mashbrewing.com.au/,116.0010891,-31.8087088
,Mountain Culture Beer Co.,micro,35 David Road,,Emu Plains,NSW,2750,Australia,,https://mountainculture.com.au/,150.6598003,-33.745661
,Moo Brew,micro,32 Chifley Drive,,Preston,VIC,3072,Australia,+61 3 9428 2307,https://moondog.com.au/moon-dog-world,145.0296148,-37.7524911
,Nail Brewing,micro,18 Translink Drive,,Keilor Park,VIC,3042,Australia,+61 3 9336 7077,https://www.thebeerfactory.net.au/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,144.848697,-37.7224426
,Newstead Brewing Co.,micro,2 Airport Drive,Level,Domestic Airport,QLD,4008,Australia,,https://www.bne.com.au/passenger/shop-dine-explore/dine/newstead-brewing-co,153.1204667,-27.3856294
,Port Dock Brewery Hotel,micro,18 Baker Street,,Port Adelaide,SA,5015,Australia,+61 8 8317 2111,https://piratelife.com.au/,138.5096616,-34.8445271
,Stockade Brew Co,micro,89 Bertie Street,,Port Melbourne,VIC,3207,Australia,+61 3 8644 4044,http://www.cbco.beer/,144.9370538,-37.8285701
,The Craft & Co,micro,3 Hilton Street,,Clifton Hill,VIC,3068,Australia,+61 3 4828 7617,https://www.localbrewing.co/,144.987194,-37.7934422
,Thunder Road Brewing Company,micro,130 Barkly Street,,Brunswick,VIC,3057,Australia,+61 1800 831 817,http://www.thunderroadbrewing.com/,144.9701732,-37.7772934
,Young Henrys,micro,76 Wilford Street,,Newtown,NSW,2042,Australia,+61 2 9519 0048,http://www.younghenrys.com/,151.1743896,-33.8981627
,Aether Brewing,micro,340 Melton Road,,Northgate,QLD,4013,Australia,+61 1800 325 013,http://www.aetherbrewing.com.au/,153.0708268,-27.3932924
,Akasha Brewing Company,micro,10-12 Spencer Street,,Five Dock,NSW,2046,Australia,+61 2 9715 7156,http://www.akashabrewing.com.au/,151.1182256,-33.8697751
,Alefarm Brewing,micro,96 Riversdale Road,,Hawthorn,VIC,3122,Australia,+61 406 260 073,http://www.ramblers.beer/,145.0346325,-37.8289324
,Bacchus Brewing Co,micro,2 Christine Place,1,Capalaba,QLD,4157,Australia,+61 7 3823 2828,http://www.bacchusbrewing.com.au/,153.2047977,-27.5311667
,Bad Shepherd Brewing Co,micro,386 Reserve Road,,Cheltenham,VIC,3192,Australia,+61 3 8555 3175,http://www.badshepherd.com.au/,145.0390473,-37.9566857
,Badlands Brewery,micro,153 Summer Street,,Orange,NSW,2800,Australia,+61 421 455 325,https://www.badlandsbrewery.com.au/,149.0974307,-33.2825557
,Ballistic Beer Co.,micro,53-55 McCarthy Road,,Salisbury,QLD,4107,Australia,+61 7 3277 6656,https://ballisticbeer.com/,153.0315574,-27.548333
,Balter Brewing,micro,14 Traders Way,,Currumbin Waters,QLD,4223,Australia,+61 7 5525 6916,https://www.balter.com.au/tap-room/about?utm_source=google&utm_medium=organic&utm_campaign=gmb,153.470668,-28.142652
,Barossa Valley Brewing,micro,2A Murray Street,,Tanunda,SA,5352,Australia,+61 8 8563 0696,http://www.bvbeer.com.au/,138.949246,-34.5298193
,Batch Brewing Co,micro,44 Sydenham Road,,Marrickville,NSW,2204,Australia,+61 2 9550 5432,http://www.batchbrewingco.com.au/,151.1648777,-33.9118045
,Bay Road Brewing,micro,89 Donnison Street,,Gosford,NSW,2250,Australia,+61 2 4322 3046,http://www.bayrdbrewing.com.au/,151.3399984,-33.4269598
,Beerfarm,micro,177 Gale Road,,Metricup,WA,6280,Australia,+61 8 9755 7177,http://www.beerfarm.com.au/,115.1491063,-33.7866894
,Big Shed Brewing Concern,micro,1154 Old Port Road,,Royal Park,SA,5014,Australia,+61 8 8240 5037,http://www.bigshed.beer/,138.5107437,-34.8649329
,Bilpin Cider,micro,2369 Bells Line of Road,,Bilpin,NSW,2758,Australia,+61 1300 245 746,http://www.bilpincider.com/,150.5299259,-33.5034269
,Black Brewing Co,micro,3517 Caves Road,,Wilyabrup,WA,6280,Australia,,https://blackbrewingco.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-wilyabrup,115.0310562,-33.7505266
,Black Dog Brewing Co,micro,339 Booth Road,,Taminick,VIC,3675,Australia,+61 3 5766 2282,http://blackdogbrewery.com.au/,146.183609,-36.3745155
,Black Hops Brewing,micro,15 Gardenia Grove,,Burleigh Heads,QLD,4220,Australia,,http://blackhops.com.au/,153.4446103,-28.0786187
,Blackmans Brewery,micro,8 Lewalan Street,29,Grovedale,VIC,3216,Australia,+61 456 794 006,http://www.blackmansbrewery.com.au/,144.3453063,-38.1971588
,Boatrocker Brewers & Distillers,micro,34 MacBeth Street,,Braeside,VIC,3195,Australia,+61 494 025 686,https://www.boatrocker.com.au/,145.1129705,-38.0030937
,Bodriggy Brewing co.,micro,245 Johnston Street,,Abbotsford,VIC,3067,Australia,+61 3 9417 2293,https://bodriggy.beer/,144.99446,-37.8001587
,Bondi Brewing Co,micro,206 Hastings Parade,Unit 5,North Bondi,NSW,2026,Australia,+61 439 608 385,http://www.bondi.beer/,151.2853625,-33.8918849
,Bonehead Brewing,micro,86 Parsons Street,,Kensington,VIC,3031,Australia,+61 490 334 892,https://www.boneheadbrewing.com.au/,144.9351056,-37.7903722
,Brewcult Brewing Co,micro,841 Sydney Road,,Brunswick,VIC,3056,Australia,,http://subculturebrewing.com.au/,144.9637434,-37.7565629
,Brewdog,micro,1 Champ Street,,Coburg,VIC,3058,Australia,+61 3 8840 4896,https://brewdogpentridge.com.au/?utm_campaign=gmb&utm_medium=organic&utm_source=google&utm_term=plcid_13735306181176417173,144.9683229,-37.7367888
,Brewski Beers,micro,Cameron Street,,Coburg,VIC,3058,Australia,,,144.9624512,-37.7534
,Brick Lane Brewing,micro,,,Melbourne,VIC,3000,Australia,+61 3 9525 0938,https://bricklanebrewing.com/pages/brick-lane-shed,144.9564333,-37.8077895
,Bridge Road Brewers,micro,42 Ford Street,,Beechworth,VIC,3747,Australia,+61 3 5728 2703,http://www.bridgeroadbrewers.com.au/,146.6862229,-36.3607187
,Bright Brewery,micro,121 Great Alpine Road,,Bright,VIC,3741,Australia,+61 3 5755 1301,https://brightbrewery.com.au/,146.9618432,-36.726437
,Brix Distillers,micro,350 Bourke Street,,Surry Hills,NSW,2010,Australia,+61 2 9360 5441,http://www.brixdistillers.com/,151.2165581,-33.8829022
,Brogans Way,micro,61 North Street,,Richmond,VIC,3121,Australia,+61 3 9428 8173,http://www.brogansway.com.au/,145.012002,-37.816305
,Burleigh Brewing Co,micro,2 Ern Harley Drive,,Burleigh Heads,QLD,4220,Australia,+61 7 5593 6000,http://www.burleighbrewing.com.au/,153.408648,-28.1030339
,Capital Brewing Co,micro,1 Dairy Road,Building 3,Fyshwick,ACT,2609,Australia,+61 2 5104 0915,http://www.capitalbrewing.co/,149.1634553,-35.3216673
,CoConspirators Brewing Co,micro,377 Victoria Street,,Brunswick,VIC,3056,Australia,+61 3 9193 9765,http://www.coconspirators.com.au/,144.9568143,-37.7662408
,Colonial Brewing Co,micro,89 Bertie Street,,Port Melbourne,VIC,3207,Australia,+61 3 8644 4044,http://www.cbco.beer/,144.9370538,-37.8285701
,Dad & Dave’s Brewing,micro,45 Mitchell Road,,Brookvale,NSW,2100,Australia,+61 452 661 839,http://www.dadndavesbrewing.com/,151.2743232,-33.7660591
,Dainton Beer,micro,560 Frankston - Dandenong Road,,Carrum Downs,VIC,3201,Australia,+61 488 330 292,https://www.dainton.beer/,145.1704142,-38.1014115
,Deeds Brewing,micro,4 Paran Place,,Glen Iris,VIC,3146,Australia,+61 2 0217 3633,http://www.deedsbrewing.com.au/,145.0576826,-37.8592362
,Deep Creek Brewing,micro,52 Wellington Vale Road,,Deepwater,NSW,2371,Australia,,https://www.deepwaterbrewing.com.au/,151.8404349,-29.4444164
,Dusty Miner Craft Brewery,micro,7 Hampton Court,,Aberglasslyn,NSW,2320,Australia,+61 432 064 388,http://www.dustyminercraftbrewery.com.au/,151.5320121,-32.6939586
,Endeavour Brewing Co,micro,39-43 Argyle Street,,The Rocks,NSW,2000,Australia,+61 2 8592 5404,http://www.endeavourtaprooms.com/,151.2081896,-33.8592815
,Epic Brewing Company,micro,18 Translink Drive,,Keilor Park,VIC,3042,Australia,+61 3 9336 7077,https://www.thebeerfactory.net.au/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,144.848697,-37.7224426
,Five Barrel Brewing,micro,318 Keira Street,,Wollongong,NSW,2500,Australia,+61 2 4200 8881,http://fivebarrels.com.au/,150.892125,-34.431809
,Fixation Brewing Co,micro,414 Smith Street,,Collingwood,VIC,3066,Australia,,http://www.fixationbrewing.com.au/,144.9850124,-37.7963295
,Flamin Galah Brewing Co,micro,5 Erina Road,Unit 8,Huskisson,NSW,2540,Australia,+61 2 4441 7213,http://www.flamingalahbrewingco.com/,150.6616712,-35.0311039
,Foghorn Brewing Company,micro,218 King Street,,Newcastle,NSW,2300,Australia,+61 2 4929 4721,http://www.foghornbrewery.com.au/,151.7751895,-32.9273372
,Forest For The Trees Brewing,micro,26 Grant Street,,Forrest,VIC,3236,Australia,+61 3 5236 6170,https://forrestbrewing.com.au/,143.7143851,-38.5185925
,Fox Hat Brewing,micro,128 Ingoldby Road,,McLaren Flat,SA,5171,Australia,+61 8 8151 0404,https://www.foxhatbrewing.com.au/,138.5931222,-35.1948624
,Frenchies Bistro and Brewery,micro,61-71 Mentmore Avenue,6,Rosebery,NSW,2018,Australia,+61 2 8964 3171,http://www.frenchiesbistroandbrewery.com.au/,151.2029584,-33.9168286
,Fury and Son Brewing Co,micro,46 Concorde Drive,,Keilor Park,VIC,3042,Australia,+61 3 9331 6818,,144.8492333,-37.7205428
,Gage Roads Brew Co,micro,16 Absolon Street,,Palmyra,WA,6157,Australia,,,115.7924037,-32.0513697
,Garage Project,micro,12 Laser Drive,Unit 3,Rowville,VIC,3178,Australia,+61 408 392 226,https://projectbrewing.com.au/,145.2450774,-37.9096844
,Goose Island Beer Co,micro,79 Coghlan Road,,Cowes,VIC,3922,Australia,+61 429 832 304,http://www.islandbeer.com.au/,145.2573309,-38.4755139
,Grand Ridge Brewery,micro,1 Baromi Road,,Mirboo North,VIC,3871,Australia,+61 3 5668 2222,https://www.grand-ridge.com.au/,146.1628112,-38.4008598
,Grassy Knoll brewing,micro,89 Bertie Street,,Port Melbourne,VIC,3207,Australia,+61 3 8644 4044,http://www.cbco.beer/,144.9370538,-37.8285701
,Gypsy Fox Brewing Co,micro,6 Charles Street,5,North Richmond,NSW,2754,Australia,+61 413 696 399,http://gypsyfoxbrewingco.com/,150.7164208,-33.5795229
,Hairyman Brewery,micro,14 Northumberland Road,Unit 10/12,Caringbah,NSW,2229,Australia,+61 2 9525 4050,https://hairyman.com.au/,151.131675,-34.0286609
,Hawkers,micro,167 Henty Street,,Reservoir,VIC,3073,Australia,+61 3 9462 0650,http://www.hawkers.beer/,144.984805,-37.718126
,Hawkers Beer,micro,167 Henty Street,,Reservoir,VIC,3073,Australia,+61 3 9462 0650,http://www.hawkers.beer/,144.984805,-37.718126
,Hop Nation Brewing Co,micro,107-109 Whitehall Street,Unit 6,Footscray,VIC,3011,Australia,+61 450 973 644,https://hopnation.com.au/pages/footscray-taproom,144.9040948,-37.8100439
,HopDog BeerWorks,micro,175 Princes Highway,2,South Nowra,NSW,2541,Australia,,,150.6018814,-34.9121553
,Hope Estate,micro,2213 Broke Road,,Pokolbin,NSW,2320,Australia,+61 2 4993 3555,https://www.hopeestate.com.au/,151.3120505,-32.767729
,Iron House Brewery,micro,21554 Tasman Highway,,Four Mile Creek,TAS,7215,Australia,+61 3 6372 2228,http://www.ironhouse.com.au/,148.3099476,-41.5737177
,Jetty Road Brewery,micro,12-14 Brasser Avenue,,Dromana,VIC,3936,Australia,+61 3 5987 2754,https://www.jettyroad.com.au/,144.987442,-38.3320465
,KAIJU! Beer,micro,27 Hume Street,,Huntingdale,VIC,3166,Australia,+61 474 640 868,https://kaijubeer.com.au/pages/beer-pizza,145.1075402,-37.9109742
,Killer Sprocket Brewery & Tasting Room,micro,981 Mountain Highway,Factory 1c,Boronia,VIC,3155,Australia,+61 434 154 557,http://www.killersprocket.com.au/,145.2907463,-37.8376208
,Ko na Brewing Co,micro,89 Bertie Street,,Port Melbourne,VIC,3207,Australia,+61 3 8644 4044,http://www.cbco.beer/,144.9370538,-37.8285701
,Little Bang Brewing Company,micro,25 Henry Street,,Stepney,SA,5069,Australia,+61 8 8362 7761,https://littlebang.com.au/,138.6255729,-34.9148094
,Little Brewing Company,micro,58 Uralla Road,1,Port Macquarie,NSW,2444,Australia,+61 2 6581 3949,http://www.thelittlebrewingcompany.com.au/,152.882823,-31.456141
,Lord Howe Island Brewing Co,micro,,,Lord Howe Island,NSW,2898,Australia,+61 2 6563 2161,https://www.lhislandbrewery.com.au/,159.0670065,-31.5249677
,Lost Palms Brewing Co,micro,11 Oak Avenue,,Miami,QLD,4220,Australia,+61 428 044 637,https://lostpalms.com.au/,153.4370406,-28.0640487
,Matilda Bay,micro,336 Maroondah Highway,,Healesville,VIC,3777,Australia,+61 3 5957 3200,,145.5229098,-37.6513807
,McHenry Distillery,micro,229 Radnor Road,,Port Arthur,TAS,7182,Australia,+61 493 357 723,http://www.mchenrydistillery.com.au/,147.8047237,-43.1549612
,Ministry of Beer,micro,1 Lyndoch Valley Road,,Lyndoch,SA,5351,Australia,+61 402 572 229,http://www.ministryofbeer.com.au/,138.8912853,-34.6015664
,Mismatch Brewing Co,micro,317 Morphett Street,,Adelaide,SA,5000,Australia,+61 8 7009 4216,https://www.mismatchbrewingadl.com.au/,138.5938151,-34.931714
,Modern Times Beer,micro,50 Tope Street,,South Melbourne,VIC,3205,Australia,+61 3 8652 8325,https://brewmanity.com.au/,144.9629367,-37.8305483
,Modus Operandi Brewing,micro,14 Harkeith Street,,Mona Vale,NSW,2103,Australia,+61 2 4011 5850,http://www.mobrewing.com.au/,151.306215,-33.675873
,Mondo Brewing Company,micro,32 Chifley Drive,,Preston,VIC,3072,Australia,+61 3 9428 2307,https://moondog.com.au/moon-dog-world,145.0296148,-37.7524911
,Moon Dog Craft Brewery,micro,17 Duke Street,,Abbotsford,VIC,3067,Australia,+61 3 9428 2307,https://moondog.com.au/moon-dog-og,145.0055272,-37.8099105
,Moor Beer Co,micro,35 Merrigal Road,Unit 18,Port Macquarie,NSW,2444,Australia,+61 466 628 640,http://moorebeer.com.au/,152.881802,-31.456447
,Mornington Peninsula Brewery,micro,72 Watt Road,,Mornington,VIC,3931,Australia,+61 477 378 294,http://www.tarbarrel.com.au/,145.056865,-38.232544
,Mountain Culture Beer Co,micro,35 David Road,,Emu Plains,NSW,2750,Australia,,https://mountainculture.com.au/,150.6598003,-33.745661
,Mr.Banks Brewing Co,micro,12 Hi-Tech Place,,Seaford,VIC,3198,Australia,+61 3 9786 9905,http://www.banksbrewing.com.au/,145.1381702,-38.1160714
,Murray’s Craft Brewing Co,micro,3443 Nelson Bay Road,,Bobs Farm,NSW,2316,Australia,+61 1300 755 268,http://www.landyourselfatbfarm.com/,151.985364,-32.7799077
,New England Brewing Co,micro,19 Bridge Street,,Uralla,NSW,2358,Australia,+61 2 6778 4781,http://www.newenglandbrewing.com.au/,151.5020294,-30.6402854
,Newstead Brewing Co,micro,2 Airport Drive,Level,Domestic Airport,QLD,4008,Australia,,https://www.bne.com.au/passenger/shop-dine-explore/dine/newstead-brewing-co,153.1204667,-27.3856294
,Nomad Brewing Co,micro,5 Sydenham Road,,Brookvale,NSW,2100,Australia,+61 2 9907 4113,http://www.nomadbrewingco.com.au/,151.2723506,-33.7640716
,Ocean Reach Brewing,micro,47 Thompson Avenue,,Cowes,VIC,3922,Australia,+61 401 250 977,http://oceanreach.beer/,145.239258,-38.449759
,Old Wives Ales,micro,36 Alfred Street,,South Melbourne,VIC,3205,Australia,+61 3 9694 2124,http://www.westsidealeworks.com.au/,144.949474,-37.83206
,One Drop Brewing Co,micro,5 Erith Street,,Botany,NSW,2019,Australia,,http://onedropbrewingco.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3190687379776620687,151.1929678,-33.9453954
,Otherside Brewing Co,micro,Blaikie Street,,Myaree,WA,6154,Australia,+61 8 9336 2837,https://www.othersidebrewing.com.au/the-brewhouse,115.8209844,-32.0424962
,Otter Craft Distilling,micro,26-30 Halloran Street,Unit 2,Lilyfield,NSW,2040,Australia,,https://ocdistilling.com/,151.1651839,-33.8722001
,Philter Brewing,micro,92-98 Sydenham Road,,Marrickville,NSW,2204,Australia,,http://www.philterbrewing.com/,151.1626457,-33.9102514
,Pioneer Brewing,micro,339 South Bowan Park Road,,Bowan Park,NSW,2864,Australia,,,148.8104214,-33.3398969
,Prancing Pony Brewery,micro,42 Mount Barker Road,,Totness,SA,5250,Australia,+61 8 8398 3881,http://www.prancingponybrewery.com.au/,138.8465935,-35.0527777
,Reckless Brewing,micro,2A Piper Street,,Bathurst,NSW,2795,Australia,+61 497 913 635,http://www.recklessbrewingco.com.au/,149.5812066,-33.4276799
,Red Hill Brewery,micro,88 Shoreham Road,,Red Hill South,VIC,3937,Australia,+61 3 5989 2959,http://www.redhillbrewery.com.au/,145.0181808,-38.3917703
,Revel Brewing Co,micro,82 Colmslie Road,,Morningside,QLD,4170,Australia,+61 7 3262 0075,https://revelbrewingco.com.au/,153.0886648,-27.451412
,Riverside Brewing Co,micro,2 North Rocks Road,3,North Parramatta,NSW,2151,Australia,+61 2 9890 7007,http://www.riversidebrewing.com.au/,151.000823,-33.792947
,Rocks Brewing Co,micro,12 Henderson Road,,Alexandria,NSW,2015,Australia,,,151.1985989,-33.896993
,Rocky Ridge Brewing Co,micro,130 Barkly Street,,Brunswick,VIC,3057,Australia,+61 487 687 382,http://rocky.beer/,144.9702085,-37.7773023
,Sailors Grave Brewing,micro,85 Marlo Plains Road,,Marlo,VIC,3888,Australia,,http://www.sailorsgravebrewing.com/,148.6368767,-37.7997632
,Sauce Brewing Co,micro,1a Mitchell Street,,Marrickville,NSW,2204,Australia,+61 2 9145 8288,http://www.sauce.beer/,151.1631248,-33.907559
,Shene Estate Distillery,micro,76 Shene Road,,Pontville,TAS,7030,Australia,+61 432 480 250,http://www.shene.com.au/,147.2622058,-42.6680507
,Shifty Lizard Brewing Co,micro,33 High Street,,Willunga,SA,5172,Australia,+61 8 7079 2471,https://www.shiftylizard.com/,138.5570983,-35.2731646
,Six String Brewing,micro,90 The Entrance Road,,Erina,NSW,2250,Australia,+61 2 4365 4536,http://www.sixstringbrewing.com.au/,151.3723981,-33.4381088
,Six String Brewing Co,micro,90 The Entrance Road,,Erina,NSW,2250,Australia,+61 2 4365 4536,http://www.sixstringbrewing.com.au/,151.3723981,-33.4381088
,Slipstream Brewery,micro,94 Wilkie Street,,Yeerongpilly,QLD,4105,Australia,+61 7 3892 4582,http://slipstreambrewing.com.au/,153.0144359,-27.5269485
,Slow Lane Brewing,micro,30 Byrnes Street,,Botany,NSW,2019,Australia,+61 2 9121 6279,http://slowlanebrewing.com.au/,151.1946993,-33.9461454
,Sparkke Change Beverage Company,micro,32 Somerton Park Drive,,Campbellfield,VIC,3061,Australia,+61 3 9308 6681,http://sparklingbeverages.com.au,144.945791,-37.647971
,Spirited Tasmanian,micro,50 Bridge Street,Shop 4,Richmond,TAS,7025,Australia,+61 410 942 716,https://www.spiritedbeverages.com.au/,147.4379787,-42.7358798
,Staves Brewery,micro,8 Grose Street,4,Glebe,NSW,2037,Australia,+61 403 841 265,https://www.facebook.com/liveatstaves/,151.1942249,-33.8840842
,Stone & Wood Brewing Co,micro,35 Kite Crescent,,South Murwillumbah,NSW,2484,Australia,+61 2 6685 5173,https://stoneandwood.com.au/,153.4223498,-28.342698
,Stone Brewing,micro,100 Centennial Circuit,,Byron Bay,NSW,2481,Australia,+61 429 060 262,https://stoneandwood.com.au/pages/byron-bay?utm_source=google&utm_medium=organic&utm_campaign=gbp,153.5807582,-28.6371693
,Stone Pine Distillery,micro,13594 Princes Highway,,Stony Creek,NSW,2550,Australia,+61 448 294 210,http://www.northofeden.com.au/,149.8398959,-36.6041979
,Sydney Brewery,micro,28 Albion Street,,Surry Hills,NSW,2010,Australia,+61 2 9289 0028,http://sydneybrewery.com/surry-hills/,151.2098009,-33.8819999
,Tallboy & Moose,micro,270 Raglan Street,,Preston,VIC,3072,Australia,+61 3 9484 7803,http://www.tallboyandmoose.com/,145.0029444,-37.7486
,Tasmanian Tonic Company,micro,263 Kennedy Drive,2,Cambridge,TAS,7170,Australia,+61 432 478 066,http://www.tasmaniantoniccompany.com.au/,147.4860666,-42.8312902
,Temple Brewing Co,micro,122 Weston Street,,Brunswick East,VIC,3057,Australia,+61 3 9380 8999,http://www.templebrewing.com.au/,144.9718358,-37.7761377
,The Coastal Brewing Company,micro,3 Dalman Street,,Forster,NSW,2428,Australia,+61 2 6554 7886,http://www.thecoastalbrewingcompany.com/,152.5245384,-32.1980311
,The Garden Brewery,micro,245 Gertrude Street,243,Fitzroy,VIC,3065,Australia,+61 482 697 784,http://www.thefbg.com.au/,144.982572,-37.806153
,The Mill Brewery,micro,125 Johnston Street,,Collingwood,VIC,3066,Australia,,http://www.themillbrewery.com.au/,144.9891061,-37.7996125
,The Welder’s Dog,micro,101 Beardy Street,,Armidale,NSW,2350,Australia,+61 432 504 444,https://www.theweldersdog.com.au/,151.6701048,-30.5142565
,Thornbridge Brewery,micro,245 Johnston Street,,Abbotsford,VIC,3067,Australia,+61 3 9417 2293,https://bodriggy.beer/,144.99446,-37.8001587
,To-Ol,micro,3 Hilton Street,,Clifton Hill,VIC,3068,Australia,+61 3 4828 7617,https://www.localbrewing.co/,144.987194,-37.7934422
,Tumut River Brewing Co,micro,5 Capper Street,1,Tumut,NSW,2720,Australia,+61 1300 042 337,http://www.trbc.com.au/,148.2152901,-35.2954172
,Two Heads Brewing,micro,2 Trewhitt Court,Unit 1,Dromana,VIC,3936,Australia,+61 3 5910 0880,https://www.twobays.beer/?utm_source=GMBlisting&utm_medium=organic,144.9876337,-38.3370899
,Urban Alley Brewery,micro,12 Star Circus,,Docklands,VIC,3008,Australia,+61 3 4149 7011,https://urbanalley.com.au/,144.936629,-37.812277
,Vacay,micro,1471 Wakley Road,,Yenda,NSW,2681,Australia,,https://www.australianbeerco.com.au/,146.2187469,-34.2467608
